country,village,cons_index,treatment_village,treated,household_id
Ghana,15,-.20806107,0,0,4752
Ghana,15,,0,0,4736
Ghana,15,-.80006254,0,0,4717
Ghana,15,-.27759352,0,0,4745
Ghana,15,1.5738187,0,0,4728
Ghana,15,.34759992,0,0,4746
Ghana,15,-.26861218,0,0,4735
Ghana,15,-.06062372,0,0,4751
Ghana,15,.46405008,0,0,4740
Ghana,15,.10996747,0,0,4730
Ghana,15,.91890329,0,0,4719
Ghana,15,-.40594816,0,0,4753
Ghana,15,-.36216769,0,0,4743
Ghana,15,-.68045104,0,0,4733
Ghana,17,,0,0,4774
Ghana,17,1.4198852,0,0,4763
Ghana,17,1.569343,0,0,4761
Ghana,17,,0,0,4764
Ghana,17,-.35434499,0,0,4762
Ghana,17,-.36294797,0,0,4755
Ghana,17,.090363637,0,0,4766
Ghana,17,1.2092671,0,0,4760
Ghana,17,.94453633,0,0,4765
Ghana,17,-.13237476,0,0,4770
Ghana,17,1.3952391,0,0,4769
Ghana,17,.12250853,0,0,4756
Ghana,17,-.27232543,0,0,4759
Ghana,17,.31005877,0,0,4767
Ghana,17,-.1304189,0,0,4772
Ghana,17,.30132675,0,0,4771
Ghana,17,-.0033589299,0,0,4758
Ghana,17,.32293928,0,0,4768
Ghana,17,-.99407429,0,0,4775
Ghana,17,-.084591396,0,0,4757
Ghana,17,-.64529341,0,0,4773
Ghana,17,.4085952,0,0,4754
Ghana,19,-.68852109,1,1,4788
Ghana,19,-.68948281,1,1,4776
Ghana,19,-.55071425,1,0,4779
Ghana,19,.54498541,1,0,4786
Ghana,19,-.45930809,1,1,4781
Ghana,19,-1.1032249,1,1,4778
Ghana,19,-.4371087,1,0,4790
Ghana,19,-.90544301,1,0,4777
Ghana,19,.076287508,1,1,4787
Ghana,19,.044220138,1,1,4784
Ghana,19,-1.0828619,1,0,4782
Ghana,19,-.1045861,1,0,4789
Ghana,19,-.60783291,1,0,4780
Ghana,19,-.67130923,1,0,4785
Ghana,19,-1.0851277,1,0,4783
Ghana,21,.075325705,0,0,4792
Ghana,21,-.64175934,0,0,4791
Ghana,21,-.591169,0,0,4797
Ghana,21,-.35991153,0,0,4796
Ghana,21,1.7967498,0,0,4794
Ghana,21,1.8024738,0,0,4793
Ghana,21,1.4198852,0,0,4795
Ghana,22,-.23720899,1,0,4800
Ghana,22,-.9883371,1,1,4805
Ghana,22,-.78533524,1,0,4806
Ghana,22,-.96618062,1,1,4801
Ghana,22,-.8294574,1,1,4804
Ghana,22,-.73776281,1,0,4802
Ghana,22,.014103103,1,0,4798
Ghana,22,-.5556041,1,1,4809
Ghana,22,-.91743094,1,1,4808
Ghana,22,,1,1,4810
Ghana,22,.16115704,1,0,4799
Ghana,22,-.89219844,1,0,4803
Ghana,22,-.56881297,1,0,4807
Ghana,23,-.7154935,0,0,4816
Ghana,23,-.46636766,0,0,4824
Ghana,23,.22082107,0,0,4821
Ghana,23,.072934262,0,0,4827
Ghana,23,-.39947903,0,0,4829
Ghana,23,-.069164678,0,0,4820
Ghana,23,.5642885,0,0,4819
Ghana,23,-.010454288,0,0,4813
Ghana,23,-.79716045,0,0,4814
Ghana,23,.55162483,0,0,4825
Ghana,23,-.80053407,0,0,4811
Ghana,23,1.543906,0,0,4822
Ghana,23,-.33020103,0,0,4812
Ghana,23,-.74466652,0,0,4818
Ghana,23,-.73739713,0,0,4823
Ghana,23,1.8056992,0,0,4828
Ghana,23,-.15729214,0,0,4826
Ghana,23,-.18099886,0,0,4831
Ghana,23,-.98378575,0,0,4832
Ghana,23,-.20443684,0,0,4817
Ghana,23,-.79642546,0,0,4815
Ghana,23,-.48892954,0,0,4830
Ghana,24,.44045746,1,0,4839
Ghana,24,.60089189,1,0,4851
Ghana,24,-.88489318,1,0,4835
Ghana,24,.29789358,1,0,4846
Ghana,24,-.39984238,1,1,4855
Ghana,24,-.73390317,1,1,4854
Ghana,24,.75410336,1,1,4848
Ghana,24,.18716244,1,1,4837
Ghana,24,-.20797858,1,1,4845
Ghana,24,-.8165428,1,0,4858
Ghana,24,.23580314,1,1,4838
Ghana,24,-.85564774,1,0,4840
Ghana,24,1.5782305,1,1,4843
Ghana,24,.11572965,1,0,4841
Ghana,24,-.31212056,1,0,4844
Ghana,24,-.87870866,1,0,4857
Ghana,24,-.24054845,1,0,4847
Ghana,24,5.1542215,1,1,4849
Ghana,24,.37321952,1,0,4842
Ghana,24,.45646748,1,0,4852
Ghana,24,1.7245017,1,1,4850
Ghana,24,.12077428,1,1,4853
Ghana,24,.19671489,1,1,4836
Ghana,24,-.44304243,1,1,4856
Ghana,24,-.53842598,1,1,4833
Ghana,24,-.47738102,1,0,4834
Ghana,26,-.54199547,0,0,4864
Ghana,26,1.0128369,0,0,4866
Ghana,26,1.237805,0,0,4875
Ghana,26,.14964184,0,0,4861
Ghana,26,-.36828351,0,0,4870
Ghana,26,-.12805787,0,0,4877
Ghana,26,,0,0,4865
Ghana,26,-.68735224,0,0,4859
Ghana,26,-.66109967,0,0,4862
Ghana,26,-.180415,0,0,4871
Ghana,26,.013037781,0,0,4863
Ghana,26,-.22791727,0,0,4874
Ghana,26,-.55666667,0,0,4872
Ghana,26,,0,0,4868
Ghana,26,-.4169161,0,0,4860
Ghana,26,2.0153027,0,0,4873
Ghana,26,,0,0,4869
Ghana,26,-.45247403,0,0,4867
Ghana,26,1.8876964,0,0,4876
Ghana,27,-.52764863,0,0,4889
Ghana,27,-.67441654,0,0,4880
Ghana,27,.38285589,0,0,4890
Ghana,27,.72564685,0,0,4881
Ghana,27,-.26636592,0,0,4891
Ghana,27,.61083382,0,0,4888
Ghana,27,-.86499369,0,0,4887
Ghana,27,-1.1081295,0,0,4886
Ghana,27,.40852377,0,0,4884
Ghana,27,-.62811226,0,0,4883
Ghana,27,-.34401122,0,0,4882
Ghana,27,-.43479043,0,0,4878
Ghana,27,.69822913,0,0,4893
Ghana,27,-.27232543,0,0,4879
Ghana,27,-.075039603,0,0,4892
Ghana,27,-.63531989,0,0,4885
Ghana,28,.32630518,1,0,4895
Ghana,28,-.95614779,1,0,4894
Ghana,28,.26383793,1,0,4905
Ghana,28,1.89157,1,1,4897
Ghana,28,-.91937131,1,0,4902
Ghana,28,1.1852808,1,0,4899
Ghana,28,.59499347,1,0,4904
Ghana,28,-.89966273,1,0,4903
Ghana,28,.027824711,1,1,4898
Ghana,28,-1.1132705,1,0,4900
Ghana,28,-.73803318,1,0,4901
Ghana,28,-.1918799,1,1,4896
Ghana,29,-.59886938,0,0,4923
Ghana,29,.72412062,0,0,4928
Ghana,29,.64085597,0,0,4916
Ghana,29,.34327269,0,0,4908
Ghana,29,.14480135,0,0,4918
Ghana,29,,0,0,4907
Ghana,29,.37278587,0,0,4927
Ghana,29,-.14451267,0,0,4915
Ghana,29,-.048109788,0,0,4919
Ghana,29,.01468351,0,0,4909
Ghana,29,.26608443,0,0,4914
Ghana,29,.28606606,0,0,4926
Ghana,29,-.20623496,0,0,4910
Ghana,29,,0,0,4911
Ghana,29,-.067089647,0,0,4925
Ghana,29,,0,0,4912
Ghana,29,.014690331,0,0,4913
Ghana,29,.65434277,0,0,4917
Ghana,29,-.50965512,0,0,4922
Ghana,29,-.88023925,0,0,4906
Ghana,29,.89725834,0,0,4921
Ghana,29,-.38017434,0,0,4924
Ghana,29,2.6225097,0,0,4920
Ghana,29,.74762064,0,0,4929
Ghana,30,-.32513577,0,0,4946
Ghana,30,2.4527562,0,0,4952
Ghana,30,-.14904824,0,0,4933
Ghana,30,1.2992352,0,0,4944
Ghana,30,-.049524415,0,0,4945
Ghana,30,.70027071,0,0,4941
Ghana,30,.71914065,0,0,4938
Ghana,30,-.55791396,0,0,4937
Ghana,30,-.081013948,0,0,4930
Ghana,30,.093729727,0,0,4943
Ghana,30,.45104536,0,0,4950
Ghana,30,-1.1901937,0,0,4949
Ghana,30,-.7444365,0,0,4947
Ghana,30,.45359987,0,0,4931
Ghana,30,-.56766438,0,0,4932
Ghana,30,.24175775,0,0,4939
Ghana,30,-.72160321,0,0,4940
Ghana,30,-.70620883,0,0,4934
Ghana,30,,0,0,4948
Ghana,30,-.57108426,0,0,4936
Ghana,30,.54989749,0,0,4942
Ghana,30,-.77370185,0,0,4935
Ghana,30,.61889726,0,0,4951
Ghana,31,-.82988,1,1,4972
Ghana,31,,1,1,4969
Ghana,31,-.065070376,1,1,4959
Ghana,31,-.17348792,1,0,4955
Ghana,31,-.73262715,1,1,4960
Ghana,31,-.59615844,1,0,4956
Ghana,31,-.28799817,1,1,4971
Ghana,31,-.44690618,1,1,4953
Ghana,31,-.85340273,1,0,4970
Ghana,31,1.1127535,1,0,4957
Ghana,31,-.4969908,1,1,4968
Ghana,31,-.65576255,1,0,4962
Ghana,31,-.70677394,1,0,4958
Ghana,31,.25548258,1,0,4954
Ghana,31,-.64366728,1,0,4964
Ghana,31,-1.1436075,1,1,4963
Ghana,31,1.7490667,1,1,4967
Ghana,31,.62391961,1,0,4965
Ghana,31,-.70319718,1,0,4961
Ghana,31,-1.1105278,1,0,4966
Ghana,33,-.29379028,0,0,4976
Ghana,33,-.29235926,0,0,4979
Ghana,33,.025906553,0,0,4973
Ghana,33,.59415942,0,0,4988
Ghana,33,-.20472822,0,0,4977
Ghana,33,-.096525729,0,0,4986
Ghana,33,-.29128593,0,0,4981
Ghana,33,.20552972,0,0,4985
Ghana,33,-.31723467,0,0,4987
Ghana,33,-.24424225,0,0,4980
Ghana,33,2.4646811,0,0,4978
Ghana,33,-.10718914,0,0,4974
Ghana,33,-.31313509,0,0,4975
Ghana,33,-.14011072,0,0,4983
Ghana,33,-.2506561,0,0,4982
Ghana,33,-.013687168,0,0,4984
Ghana,37,-.88383508,1,0,4998
Ghana,37,-.69948518,1,0,4991
Ghana,37,.83258951,1,1,4997
Ghana,37,-.36479127,1,0,4996
Ghana,37,-.41224453,1,0,4989
Ghana,37,-.48220396,1,0,4992
Ghana,37,.073974229,1,1,4993
Ghana,37,1.628067,1,1,4995
Ghana,37,-.22219899,1,0,4999
Ghana,37,-.6632458,1,1,4990
Ghana,37,6.2917204,1,1,4994
Ghana,39,,1,0,5016
Ghana,39,,1,1,5006
Ghana,39,,1,1,5007
Ghana,39,,1,1,5010
Ghana,39,,1,1,5005
Ghana,39,,1,0,5011
Ghana,39,,1,0,5002
Ghana,39,,1,0,5015
Ghana,39,,1,1,5013
Ghana,39,,1,0,5014
Ghana,39,,1,0,5008
Ghana,39,,1,1,5000
Ghana,39,,1,1,5009
Ghana,39,,1,1,5004
Ghana,39,,1,1,5001
Ghana,39,,1,0,5012
Ghana,39,,1,1,5003
Ghana,40,2.5784926,1,0,5029
Ghana,40,.55535907,1,0,5031
Ghana,40,1.3625568,1,1,5020
Ghana,40,.063194133,1,0,5025
Ghana,40,-.064831808,1,0,5028
Ghana,40,.068231151,1,0,5032
Ghana,40,-.67506957,1,0,5023
Ghana,40,.43410662,1,1,5017
Ghana,40,-.0023453648,1,1,5026
Ghana,40,.041919935,1,1,5021
Ghana,40,.0075920043,1,1,5030
Ghana,40,-.18109973,1,0,5024
Ghana,40,,1,1,5027
Ghana,40,-1.108801,1,1,5018
Ghana,40,-.18749952,1,0,5022
Ghana,40,.18455547,1,1,5035
Ghana,40,-.28153142,1,1,5019
Ghana,40,-.46699727,1,1,5034
Ghana,40,.15374152,1,1,5033
Ghana,41,.67061728,1,1,5040
Ghana,41,-.76885164,1,0,5053
Ghana,41,.56411451,1,0,5054
Ghana,41,-.57964754,1,0,5052
Ghana,41,-.49122718,1,1,5046
Ghana,41,-.30215952,1,1,5056
Ghana,41,,1,0,5042
Ghana,41,-.012153541,1,1,5043
Ghana,41,.3680903,1,1,5055
Ghana,41,-.48543692,1,0,5057
Ghana,41,-.56863576,1,0,5049
Ghana,41,-.74803412,1,0,5047
Ghana,41,.17990981,1,1,5036
Ghana,41,1.4260798,1,0,5037
Ghana,41,.65881544,1,1,5051
Ghana,41,.30449992,1,0,5039
Ghana,41,1.7134117,1,1,5038
Ghana,41,-.32913569,1,1,5044
Ghana,41,-.62486172,1,1,5045
Ghana,41,-.53228855,1,1,5041
Ghana,41,-.19926549,1,1,5048
Ghana,41,-.13134307,1,0,5050
Ghana,43,-1.029804,0,0,5058
Ghana,43,-.8145116,0,0,5064
Ghana,43,-.98645753,0,0,5059
Ghana,43,-.97859389,0,0,5068
Ghana,43,.24917506,0,0,5066
Ghana,43,2.3294051,0,0,5065
Ghana,43,.18337332,0,0,5069
Ghana,43,-.15221766,0,0,5061
Ghana,43,-.44698796,0,0,5063
Ghana,43,-.29061028,0,0,5070
Ghana,43,,0,0,5072
Ghana,43,-.88629955,0,0,5067
Ghana,43,,0,0,5062
Ghana,43,-.71936667,0,0,5060
Ghana,43,-.68977702,0,0,5071
Ghana,44,-.50496972,0,0,5083
Ghana,44,-.8799293,0,0,5077
Ghana,44,-.57084578,0,0,5086
Ghana,44,-.67195314,0,0,5091
Ghana,44,-.54253447,0,0,5079
Ghana,44,-.77449882,0,0,5080
Ghana,44,.22090179,0,0,5078
Ghana,44,1.6187279,0,0,5093
Ghana,44,.98806196,0,0,5094
Ghana,44,.59201288,0,0,5092
Ghana,44,,0,0,5096
Ghana,44,-.79565573,0,0,5085
Ghana,44,-.79582924,0,0,5074
Ghana,44,-.3292121,0,0,5089
Ghana,44,-.76973748,0,0,5088
Ghana,44,-.61698198,0,0,5075
Ghana,44,-.96723092,0,0,5087
Ghana,44,.20035636,0,0,5090
Ghana,44,-.71075946,0,0,5081
Ghana,44,-.022503205,0,0,5084
Ghana,44,.078021906,0,0,5076
Ghana,44,-.44915488,0,0,5095
Ghana,44,-.87724388,0,0,5073
Ghana,44,1.2194722,0,0,5082
Ghana,48,-.29944918,0,0,5102
Ghana,48,-.12774098,0,0,5099
Ghana,48,.3717334,0,0,5098
Ghana,48,-.29563862,0,0,5100
Ghana,48,.059737694,0,0,5105
Ghana,48,-.39714679,0,0,5103
Ghana,48,-.51144814,0,0,5106
Ghana,48,-.49897516,0,0,5097
Ghana,48,-.2893981,0,0,5107
Ghana,48,-.1990023,0,0,5104
Ghana,48,-.60142446,0,0,5101
Ghana,49,,0,0,5110
Ghana,49,-.95998496,0,0,5113
Ghana,49,-.70924836,0,0,5122
Ghana,49,-.77597934,0,0,5114
Ghana,49,-.15736926,0,0,5119
Ghana,49,-.56539214,0,0,5111
Ghana,49,,0,0,5112
Ghana,49,-1.0894326,0,0,5118
Ghana,49,,0,0,5126
Ghana,49,-.59200853,0,0,5115
Ghana,49,-.89305067,0,0,5108
Ghana,49,-.74684161,0,0,5109
Ghana,49,.10085638,0,0,5124
Ghana,49,-1.0247208,0,0,5117
Ghana,49,-.92563426,0,0,5120
Ghana,49,,0,0,5116
Ghana,49,4.1756158,0,0,5125
Ghana,49,.018463656,0,0,5123
Ghana,49,.16180511,0,0,5121
Ghana,50,.34304783,1,1,5147
Ghana,50,-1.1416916,1,0,5136
Ghana,50,-.51988667,1,0,5132
Ghana,50,-.62614107,1,1,5142
Ghana,50,.41097221,1,1,5135
Ghana,50,-.54978681,1,1,5145
Ghana,50,.91573441,1,0,5133
Ghana,50,-.052668385,1,0,5134
Ghana,50,-.85589671,1,1,5131
Ghana,50,-.02599062,1,1,5139
Ghana,50,-.40620244,1,0,5143
Ghana,50,-.27752036,1,0,5144
Ghana,50,,1,1,5128
Ghana,50,-.80333394,1,0,5146
Ghana,50,,1,1,5137
Ghana,50,-.22253224,1,1,5140
Ghana,50,-.30821931,1,0,5129
Ghana,50,-1.0371711,1,1,5138
Ghana,50,.95951843,1,1,5130
Ghana,50,-.20715584,1,0,5141
Ghana,50,-.65459847,1,1,5127
Ghana,53,.69535768,0,0,5158
Ghana,53,.46502376,0,0,5155
Ghana,53,.54805571,0,0,5161
Ghana,53,2.2203445,0,0,5149
Ghana,53,2.3178768,0,0,5148
Ghana,53,.3817482,0,0,5169
Ghana,53,,0,0,5170
Ghana,53,-.58928174,0,0,5152
Ghana,53,.24725513,0,0,5167
Ghana,53,.80724663,0,0,5150
Ghana,53,.56089222,0,0,5166
Ghana,53,.10740624,0,0,5154
Ghana,53,-.051511746,0,0,5159
Ghana,53,-.26823688,0,0,5151
Ghana,53,1.1371139,0,0,5157
Ghana,53,-.37268114,0,0,5153
Ghana,53,1.5503145,0,0,5164
Ghana,53,-.94329071,0,0,5163
Ghana,53,-.2383451,0,0,5162
Ghana,53,.032503515,0,0,5156
Ghana,53,,0,0,5168
Ghana,53,-.18657872,0,0,5165
Ghana,53,-.047341932,0,0,5160
Ghana,54,-.1683526,0,0,5174
Ghana,54,-.56319803,0,0,5179
Ghana,54,-.50281334,0,0,5172
Ghana,54,-.83999658,0,0,5180
Ghana,54,.47238505,0,0,5171
Ghana,54,.066472836,0,0,5173
Ghana,54,-.6450097,0,0,5177
Ghana,54,-.080504641,0,0,5175
Ghana,54,.11184759,0,0,5178
Ghana,54,-.64799929,0,0,5176
Ghana,55,,1,1,5196
Ghana,55,-.8345136,1,0,5184
Ghana,55,-.42774451,1,0,5188
Ghana,55,-.25238696,1,0,5190
Ghana,55,,1,0,5182
Ghana,55,-.94904053,1,0,5185
Ghana,55,-.32246459,1,0,5186
Ghana,55,-.35894787,1,0,5181
Ghana,55,-.40910417,1,1,5191
Ghana,55,-.052906953,1,0,5183
Ghana,55,-.40741622,1,0,5189
Ghana,55,,1,1,5197
Ghana,55,,1,1,5195
Ghana,55,,1,1,5194
Ghana,55,.11878005,1,0,5187
Ghana,55,-1.0122834,1,1,5192
Ghana,55,-1.0217268,1,1,5193
Ghana,56,1.2516629,1,1,5198
Ghana,56,-.26241741,1,0,5207
Ghana,56,.13127729,1,1,5202
Ghana,56,-.10810842,1,0,5212
Ghana,56,.082501948,1,0,5205
Ghana,56,.28721547,1,0,5204
Ghana,56,-.015584544,1,1,5208
Ghana,56,.87273234,1,0,5210
Ghana,56,-.35466564,1,1,5203
Ghana,56,-.12753306,1,1,5209
Ghana,56,.279838,1,1,5211
Ghana,56,2.2213597,1,1,5201
Ghana,56,.72315079,1,1,5206
Ghana,56,.82695043,1,0,5199
Ghana,56,-.35611472,1,0,5200
Ghana,57,-.28231061,0,0,5232
Ghana,57,-.29956722,0,0,5219
Ghana,57,-.38890493,0,0,5215
Ghana,57,-.39694884,0,0,5233
Ghana,57,1.0451912,0,0,5213
Ghana,57,-.48015282,0,0,5231
Ghana,57,-.22713658,0,0,5225
Ghana,57,-.012702893,0,0,5223
Ghana,57,1.3363824,0,0,5216
Ghana,57,,0,0,5224
Ghana,57,5.7185931,0,0,5218
Ghana,57,.78735679,0,0,5221
Ghana,57,-.27721462,0,0,5214
Ghana,57,-.62538242,0,0,5228
Ghana,57,-.41726428,0,0,5230
Ghana,57,.18871838,0,0,5229
Ghana,57,-.11648119,0,0,5222
Ghana,57,-.095243022,0,0,5227
Ghana,57,2.7076087,0,0,5217
Ghana,57,-.25322649,0,0,5220
Ghana,57,-.62474638,0,0,5226
Ghana,57,-.36342311,0,0,5234
Ghana,58,.44536343,0,0,5236
Ghana,58,-.071986869,0,0,5239
Ghana,58,-.76725709,0,0,5241
Ghana,58,-1.0840545,0,0,5255
Ghana,58,,0,0,5246
Ghana,58,-.59620607,0,0,5247
Ghana,58,-.025288884,0,0,5240
Ghana,58,-.9693765,0,0,5252
Ghana,58,-.41029668,0,0,5253
Ghana,58,,0,0,5248
Ghana,58,-.99485606,0,0,5250
Ghana,58,-.39828444,0,0,5238
Ghana,58,-1.1189945,0,0,5254
Ghana,58,-1.1166285,0,0,5242
Ghana,58,.24140002,0,0,5237
Ghana,58,-.73980117,0,0,5235
Ghana,58,-1.1509341,0,0,5244
Ghana,58,.13073677,0,0,5243
Ghana,58,-.87778682,0,0,5245
Ghana,58,-.90733051,0,0,5251
Ghana,58,-.51712006,0,0,5249
Ghana,59,,0,0,5265
Ghana,59,.5431748,0,0,5258
Ghana,59,3.0741637,0,0,5268
Ghana,59,,0,0,5260
Ghana,59,.98223639,0,0,5264
Ghana,59,3.7644973,0,0,5272
Ghana,59,.7260285,0,0,5273
Ghana,59,-.66287118,0,0,5261
Ghana,59,.55721498,0,0,5259
Ghana,59,.81924939,0,0,5266
Ghana,59,,0,0,5274
Ghana,59,-.75735766,0,0,5256
Ghana,59,2.7582247,0,0,5271
Ghana,59,1.3045993,0,0,5269
Ghana,59,-.55909574,0,0,5262
Ghana,59,-.037662148,0,0,5270
Ghana,59,-.71978289,0,0,5267
Ghana,59,-.61428869,0,0,5257
Ghana,59,-.51781172,0,0,5263
Ghana,61,-.4388032,0,0,5279
Ghana,61,-.76458597,0,0,5287
Ghana,61,-.26886719,0,0,5280
Ghana,61,-.84221709,0,0,5281
Ghana,61,-.77574766,0,0,5298
Ghana,61,-1.0477312,0,0,5296
Ghana,61,,0,0,5278
Ghana,61,-.92050022,0,0,5286
Ghana,61,.14724092,0,0,5276
Ghana,61,,0,0,5283
Ghana,61,-1.1706054,0,0,5297
Ghana,61,-.77953178,0,0,5275
Ghana,61,.46463442,0,0,5288
Ghana,61,.62442833,0,0,5294
Ghana,61,,0,0,5295
Ghana,61,-.48077294,0,0,5277
Ghana,61,-.87353194,0,0,5284
Ghana,61,-.38292044,0,0,5289
Ghana,61,.16579597,0,0,5282
Ghana,61,-.98952562,0,0,5285
Ghana,61,-.57111609,0,0,5293
Ghana,61,-.53643847,0,0,5292
Ghana,61,-.75113463,0,0,5290
Ghana,61,.46256748,0,0,5291
Ghana,63,1.147157,1,1,5320
Ghana,63,.78958821,1,0,5300
Ghana,63,-.65445268,1,0,5328
Ghana,63,-.30237615,1,1,5342
Ghana,63,.69979376,1,0,5327
Ghana,63,6.327384,1,0,5331
Ghana,63,2.2155299,1,0,5335
Ghana,63,-.18339206,1,1,5319
Ghana,63,1.496696,1,1,5334
Ghana,63,-.051710188,1,1,5310
Ghana,63,-.011104668,1,1,5303
Ghana,63,-.14089109,1,0,5299
Ghana,63,-.31430119,1,1,5315
Ghana,63,-.12864035,1,1,5322
Ghana,63,-.7134943,1,0,5330
Ghana,63,3.0132277,1,1,5313
Ghana,63,1.1042867,1,1,5306
Ghana,63,4.8259101,1,1,5314
Ghana,63,3.1396792,1,1,5308
Ghana,63,.79177451,1,1,5307
Ghana,63,.57072908,1,0,5329
Ghana,63,2.712455,1,0,5325
Ghana,63,-.19141938,1,0,5318
Ghana,63,3.8038542,1,1,5312
Ghana,63,.32032171,1,0,5323
Ghana,63,.40935045,1,0,5343
Ghana,63,3.41348,1,0,5304
Ghana,63,.4978013,1,0,5336
Ghana,63,,1,1,5341
Ghana,63,1.7075127,1,0,5326
Ghana,63,,1,1,5309
Ghana,63,-.42475235,1,0,5339
Ghana,63,1.2074374,1,1,5305
Ghana,63,1.932067,1,1,5332
Ghana,63,2.7342904,1,0,5316
Ghana,63,-.02311635,1,0,5301
Ghana,63,2.3730726,1,1,5302
Ghana,63,-.014508789,1,0,5324
Ghana,63,.19383669,1,1,5340
Ghana,63,1.5629473,1,1,5311
Ghana,63,.85852426,1,1,5333
Ghana,63,2.3657162,1,1,5337
Ghana,63,-.69341809,1,0,5317
Ghana,63,.50357455,1,1,5321
Ghana,63,1.3752426,1,0,5338
Ghana,65,-.05004504,0,0,5350
Ghana,65,-.82336551,0,0,5346
Ghana,65,,0,0,5351
Ghana,65,-.52467573,0,0,5344
Ghana,65,-.24885027,0,0,5349
Ghana,65,.10839404,0,0,5352
Ghana,65,2.1967182,0,0,5348
Ghana,65,-.89176518,0,0,5347
Ghana,65,-.017728509,0,0,5345
Ghana,69,.052980486,1,1,5357
Ghana,69,.6102795,1,1,5366
Ghana,69,2.9878786,1,0,5358
Ghana,69,-.71827579,1,0,5356
Ghana,69,-.56731373,1,1,5353
Ghana,69,-.4670268,1,1,5355
Ghana,69,-.22106418,1,1,5367
Ghana,69,-.50577712,1,0,5368
Ghana,69,.64619523,1,0,5361
Ghana,69,.95148885,1,0,5359
Ghana,69,1.0121746,1,1,5365
Ghana,69,-.076791413,1,1,5369
Ghana,69,-.40444478,1,0,5360
Ghana,69,-.50048888,1,1,5354
Ghana,69,-.62337708,1,1,5363
Ghana,69,.85336459,1,1,5364
Ghana,69,-.038680527,1,0,5362
Ghana,70,.34853333,0,0,5376
Ghana,70,.54333895,0,0,5375
Ghana,70,-1.081741,0,0,5371
Ghana,70,.76705033,0,0,5372
Ghana,70,.3057946,0,0,5370
Ghana,70,-.29116669,0,0,5377
Ghana,70,-.86030006,0,0,5373
Ghana,70,,0,0,5374
Ghana,76,-.38433293,0,0,5382
Ghana,76,-.47920996,0,0,5386
Ghana,76,-.28573215,0,0,5384
Ghana,76,-.28277168,0,0,5383
Ghana,76,.0021829794,0,0,5380
Ghana,76,-.67416859,0,0,5387
Ghana,76,,0,0,5385
Ghana,76,.62503242,0,0,5381
Ghana,76,.97475582,0,0,5378
Ghana,76,-.8522715,0,0,5379
Ghana,77,.96345121,0,0,5389
Ghana,77,-.15852557,0,0,5396
Ghana,77,-.68032449,0,0,5402
Ghana,77,-.60399711,0,0,5388
Ghana,77,.62285411,0,0,5394
Ghana,77,-.65015972,0,0,5391
Ghana,77,-.19155395,0,0,5403
Ghana,77,-.31028071,0,0,5392
Ghana,77,-.6985696,0,0,5390
Ghana,77,.33768624,0,0,5398
Ghana,77,-.54593062,0,0,5400
Ghana,77,1.174644,0,0,5397
Ghana,77,-.1800742,0,0,5404
Ghana,77,-.56797755,0,0,5401
Ghana,77,5.0965366,0,0,5393
Ghana,77,-.62053287,0,0,5399
Ghana,77,.10979655,0,0,5395
Ghana,78,-.12561724,0,0,5407
Ghana,78,-.12514813,0,0,5410
Ghana,78,-.039884914,0,0,5409
Ghana,78,.12773162,0,0,5411
Ghana,78,-.35184082,0,0,5412
